Age_Group,Occupation,Education,Daily_Free_Time,Learning_Style,Primary_Goal,Current_Productivity,Stress_Level,Focus_Level,Skill_Level,Planet_Focus,Recommended_Missions,Recommended_Habits,Recommended_Daily_Hours,Recommended_XP_Target,Personalized_Plan
25-34,Manager,Masters,3-4 hours,Auditory,Financial Stability,6,6,7,10,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
25-34,Engineer,PhD,3-4 hours,Reading/Writing,Career Advancement,5,9,8,6,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Student,Bachelors,3-4 hours,Reading/Writing,Aesthetic Design,4,6,6,8,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
45+,Manager,Masters,1-2 hours,Auditory,Creative Writing,7,4,6,6,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Designer,Bachelors,3-4 hours,Reading/Writing,Better Relationships,5,6,5,2,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
18-24,Engineer,Bachelors,3-4 hours,Reading/Writing,Financial Stability,5,6,6,2,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Student,High School,3-4 hours,Reading/Writing,Creative Writing,4,3,6,3,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
45+,Other,Masters,1-2 hours,Auditory,Career Advancement,6,8,9,3,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Student,Masters,5+ hours,Visual,Better Relationships,8,6,8,8,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
18-24,Designer,Masters,3-4 hours,Auditory,Creative Writing,6,5,8,7,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Engineer,High School,5+ hours,Visual,Better Relationships,7,9,5,5,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
25-34,Engineer,Bachelors,5+ hours,Reading/Writing,Career Advancement,5,6,5,4,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Other,High School,1-2 hours,Auditory,Side Projects,7,5,7,7,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
25-34,Student,High School,3-4 hours,Reading/Writing,Aesthetic Design,4,5,7,4,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Student,High School,3-4 hours,Reading/Writing,Financial Stability,4,6,6,6,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Other,Bachelors,3-4 hours,Reading/Writing,Financial Stability,6,6,4,7,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
35-44,Engineer,Masters,1-2 hours,Auditory,Aesthetic Design,6,6,7,3,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Designer,Bachelors,5+ hours,Auditory,Creative Writing,8,8,9,7,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Engineer,High School,3-4 hours,Reading/Writing,Physical Fitness,7,10,6,5,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
25-34,Student,Bachelors,1-2 hours,Kinesthetic,Learn React,7,5,5,4,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
25-34,Student,Bachelors,3-4 hours,Reading/Writing,Physical Fitness,6,3,5,1,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
18-24,Manager,Masters,1-2 hours,Kinesthetic,Mindfulness,8,8,7,9,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
25-34,Student,PhD,3-4 hours,Visual,Financial Stability,6,7,5,5,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Designer,Bachelors,3-4 hours,Reading/Writing,Career Advancement,7,6,4,8,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
45+,Engineer,Masters,5+ hours,Kinesthetic,Better Relationships,5,8,6,6,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
25-34,Engineer,Bachelors,1-2 hours,Visual,Mindfulness,5,9,8,2,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
18-24,Engineer,Masters,3-4 hours,Kinesthetic,Aesthetic Design,5,5,5,10,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
25-34,Manager,High School,1-2 hours,Reading/Writing,Physical Fitness,6,10,6,8,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
35-44,Other,Bachelors,5+ hours,Reading/Writing,Learn React,6,7,6,8,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
18-24,Engineer,Bachelors,5+ hours,Reading/Writing,Aesthetic Design,8,5,9,2,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
18-24,Engineer,Masters,3-4 hours,Visual,Aesthetic Design,9,8,6,6,Health,"Track meal nutrition,Practice deep breathing,Monitor physical vitals","Sleep 8 hours,Drink 3L water,Track daily calories",1.5,80,Health & Wellness Plan
18-24,Other,High School,3-4 hours,Reading/Writing,Better Relationships,7,8,5,7,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
25-34,Engineer,Masters,1-2 hours,Visual,Career Advancement,5,6,4,3,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
25-34,Designer,Bachelors,1-2 hours,Visual,Side Projects,5,8,9,5,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
18-24,Student,Masters,1-2 hours,Visual,Better Relationships,6,5,8,9,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
18-24,Engineer,Bachelors,3-4 hours,Reading/Writing,Physical Fitness,5,5,8,3,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
25-34,Student,Bachelors,3-4 hours,Auditory,Side Projects,8,6,5,1,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
25-34,Student,Bachelors,3-4 hours,Reading/Writing,Better Relationships,7,5,6,5,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
18-24,Engineer,Masters,3-4 hours,Visual,Physical Fitness,5,7,8,6,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
35-44,Manager,Bachelors,3-4 hours,Auditory,Career Advancement,9,9,5,8,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Designer,Masters,3-4 hours,Kinesthetic,Career Advancement,6,8,7,4,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
35-44,Engineer,Masters,3-4 hours,Kinesthetic,Financial Stability,6,6,8,10,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
35-44,Student,Bachelors,3-4 hours,Reading/Writing,Aesthetic Design,4,7,9,3,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
18-24,Student,PhD,3-4 hours,Auditory,Aesthetic Design,8,4,8,5,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Designer,Masters,5+ hours,Kinesthetic,Career Advancement,8,6,6,6,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Student,Bachelors,3-4 hours,Kinesthetic,Career Advancement,8,6,5,3,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Engineer,High School,3-4 hours,Visual,Physical Fitness,9,8,7,1,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
25-34,Engineer,Masters,1-2 hours,Reading/Writing,Aesthetic Design,6,8,6,1,Health,"Track meal nutrition,Practice deep breathing,Monitor physical vitals","Sleep 8 hours,Drink 3L water,Track daily calories",1.5,80,Health & Wellness Plan
18-24,Other,High School,3-4 hours,Visual,Aesthetic Design,6,8,4,6,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
35-44,Designer,PhD,3-4 hours,Auditory,Mindfulness,6,5,7,4,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
18-24,Student,High School,3-4 hours,Kinesthetic,Career Advancement,8,7,6,9,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
45+,Manager,Bachelors,3-4 hours,Reading/Writing,Creative Writing,6,5,9,4,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Student,Bachelors,5+ hours,Reading/Writing,Aesthetic Design,8,6,5,10,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
18-24,Engineer,High School,3-4 hours,Auditory,Physical Fitness,6,4,5,8,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
45+,Manager,Masters,3-4 hours,Auditory,Learn React,7,6,6,5,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
18-24,Student,Bachelors,3-4 hours,Reading/Writing,Creative Writing,7,7,9,5,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
